,PassengerId,Survived,Pclass,Sex,Master,Miss,Mr,Mrs,Others,Family,Fare-bin,Age-bin,Ticket_1,Ticket_2,Ticket_3,Ticket_4,Ticket_C,Ticket_P,Ticket_S
658,659,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
659,660,0.0,1,0,0,0,1,0,0,3,5,6,0,0,1,0,0,0,0
660,661,1.0,1,0,0,0,0,0,1,3,5,5,0,0,0,0,0,1,0
661,662,0.0,3,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,0
662,663,0.0,1,0,0,0,1,0,0,1,4,5,0,0,0,1,0,0,0
663,664,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
664,665,1.0,3,0,0,0,1,0,0,2,2,4,0,0,0,0,0,0,1
665,666,0.0,2,0,0,0,1,0,0,3,5,5,0,0,0,0,0,0,1
666,667,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
667,668,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
668,669,0.0,3,0,0,0,1,0,0,1,2,5,0,0,0,1,0,0,0
669,670,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
670,671,1.0,2,1,0,0,0,1,0,3,4,5,0,1,0,0,0,0,0
671,672,0.0,1,0,0,0,1,0,0,2,5,5,0,0,0,1,0,0,0
672,673,0.0,2,0,0,0,1,0,0,1,2,7,0,0,0,0,1,0,0
673,674,1.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
674,675,0.0,2,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
675,676,0.0,3,0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0
676,677,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
677,678,1.0,3,1,0,1,0,0,0,1,2,3,0,0,0,1,0,0,0
678,679,0.0,3,1,0,0,0,1,0,0,5,5,0,0,0,0,1,0,0
679,680,1.0,1,0,0,0,1,0,0,2,5,5,0,0,0,0,0,1,0
680,681,0.0,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
681,682,1.0,1,0,0,0,1,0,0,1,5,4,0,0,0,0,0,1,0
682,683,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
683,684,0.0,3,0,0,0,1,0,0,0,5,3,0,0,0,0,1,0,0
684,685,0.0,2,0,0,0,1,0,0,3,4,6,0,1,0,0,0,0,0
685,686,0.0,2,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1
686,687,0.0,3,0,0,0,1,0,0,0,4,3,0,0,1,0,0,0,0
687,688,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
688,689,0.0,3,0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0
689,690,1.0,1,1,0,1,0,0,0,2,5,3,0,1,0,0,0,0,0
690,691,1.0,1,0,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0
691,692,1.0,3,1,0,1,0,0,0,2,3,1,0,0,1,0,0,0,0
692,693,1.0,3,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
693,694,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
694,695,0.0,1,0,0,0,0,0,1,1,4,6,1,0,0,0,0,0,0
695,696,0.0,2,0,0,0,1,0,0,1,3,6,0,1,0,0,0,0,0
696,697,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
697,698,1.0,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
698,699,0.0,1,0,0,0,1,0,0,3,5,5,1,0,0,0,0,0,0
699,700,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
700,701,1.0,1,1,0,0,0,1,0,2,5,3,0,0,0,0,0,1,0
701,702,1.0,1,0,0,0,1,0,0,1,4,5,0,0,0,0,0,1,0
702,703,0.0,3,1,0,1,0,0,0,2,3,3,0,1,0,0,0,0,0
703,704,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
704,705,0.0,3,0,0,0,1,0,0,2,1,4,0,0,1,0,0,0,0
705,706,0.0,2,0,0,0,1,0,0,1,4,5,0,1,0,0,0,0,0
706,707,1.0,2,1,0,0,0,1,0,1,3,5,0,1,0,0,0,0,0
707,708,1.0,1,0,0,0,1,0,0,1,4,5,0,0,0,0,0,1,0
708,709,1.0,1,1,0,1,0,0,0,1,5,4,1,0,0,0,0,0,0
709,710,1.0,3,0,1,0,0,0,0,3,3,2,0,1,0,0,0,0,0
710,711,1.0,1,1,0,1,0,0,0,1,5,4,0,0,0,0,0,1,0
711,712,0.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
712,713,1.0,1,0,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0
713,714,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
714,715,0.0,2,0,0,0,1,0,0,1,3,6,0,1,0,0,0,0,0
715,716,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
716,717,1.0,1,1,0,1,0,0,0,1,5,5,0,0,0,0,0,1,0
717,718,1.0,2,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
718,719,0.0,3,0,0,0,1,0,0,1,3,5,0,0,1,0,0,0,0
719,720,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
720,721,1.0,2,1,0,1,0,0,0,2,4,2,0,1,0,0,0,0,0
721,722,0.0,3,0,0,0,1,0,0,2,1,3,0,0,1,0,0,0,0
722,723,0.0,2,0,0,0,1,0,0,1,3,5,1,0,0,0,0,0,0
723,724,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
724,725,1.0,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
725,726,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
726,727,1.0,2,1,0,0,0,1,0,4,3,4,0,0,1,0,0,0,0
727,728,1.0,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
728,729,0.0,2,0,0,0,1,0,0,2,4,4,0,1,0,0,0,0,0
729,730,0.0,3,1,0,1,0,0,0,2,2,4,0,0,0,0,0,0,1
730,731,1.0,1,1,0,1,0,0,0,1,5,4,0,1,0,0,0,0,0
731,732,0.0,3,0,0,0,1,0,0,1,3,2,0,1,0,0,0,0,0
732,733,0.0,2,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
733,734,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
734,735,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
735,736,0.0,3,0,0,0,1,0,0,1,3,4,0,0,0,1,0,0,0
736,737,0.0,3,1,0,0,0,1,0,0,4,5,0,0,0,1,0,0,0
737,738,1.0,1,0,0,0,1,0,0,1,5,5,0,0,0,0,0,1,0
738,739,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
739,740,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
740,741,1.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
741,742,0.0,1,0,0,0,1,0,0,2,5,5,1,0,0,0,0,0,0
742,743,1.0,1,1,0,1,0,0,0,0,5,4,0,0,0,0,0,1,0
743,744,0.0,3,0,0,0,1,0,0,2,3,4,0,0,1,0,0,0,0
744,745,1.0,3,0,0,0,1,0,0,1,2,5,0,0,0,0,0,0,1
745,746,0.0,1,0,0,0,0,0,1,3,5,7,0,0,0,1,0,0,0
746,747,0.0,3,0,0,0,1,0,0,3,3,3,0,0,0,0,1,0,0
747,748,1.0,2,1,0,1,0,0,0,1,3,4,0,1,0,0,0,0,0
748,749,0.0,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
749,750,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
750,751,1.0,2,1,0,1,0,0,0,3,4,1,0,1,0,0,0,0,0
751,752,1.0,3,0,1,0,0,0,0,2,3,2,0,0,1,0,0,0,0
752,753,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
753,754,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
754,755,1.0,2,1,0,0,0,1,0,4,5,5,0,1,0,0,0,0,0
755,756,1.0,2,0,1,0,0,0,0,3,3,1,0,1,0,0,0,0,0
756,757,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
757,758,0.0,2,0,0,0,1,0,0,1,3,3,0,1,0,0,0,0,0
758,759,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
759,760,1.0,1,1,0,0,0,0,1,1,5,5,1,0,0,0,0,0,0
760,761,0.0,3,0,0,0,1,0,0,1,3,5,0,0,1,0,0,0,0
761,762,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,1
762,763,1.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
763,764,1.0,1,1,0,0,0,1,0,4,5,5,1,0,0,0,0,0,0
764,765,0.0,3,0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0
765,766,1.0,1,1,0,0,0,1,0,2,5,6,1,0,0,0,0,0,0
766,767,0.0,1,0,0,0,0,0,1,1,4,5,1,0,0,0,0,0,0
767,768,0.0,3,1,0,1,0,0,0,1,1,5,0,0,1,0,0,0,0
768,769,0.0,3,0,0,0,1,0,0,2,4,5,0,0,1,0,0,0,0
769,770,0.0,3,0,0,0,1,0,0,1,2,5,0,0,0,1,0,0,0
770,771,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
771,772,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
772,773,0.0,2,1,0,0,0,1,0,1,2,6,0,0,0,0,0,0,1
773,774,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
774,775,1.0,2,1,0,0,0,1,0,0,4,6,0,1,0,0,0,0,0
775,776,0.0,3,0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0
776,777,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
777,778,1.0,3,1,0,1,0,0,0,1,3,2,0,0,1,0,0,0,0
778,779,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
779,780,1.0,1,1,0,0,0,1,0,2,5,5,0,1,0,0,0,0,0
780,781,1.0,3,1,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0
781,782,1.0,1,1,0,0,0,1,0,2,5,3,1,0,0,0,0,0,0
782,783,0.0,1,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0
783,784,0.0,3,0,0,0,1,0,0,4,4,5,0,0,0,1,0,0,0
784,785,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,1
785,786,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
786,787,1.0,3,1,0,1,0,0,0,1,1,3,0,0,1,0,0,0,0
787,788,0.0,3,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,0
788,789,1.0,3,0,1,0,0,0,0,4,3,1,0,0,0,0,1,0,0
789,790,0.0,1,0,0,0,1,0,0,1,5,5,0,0,0,0,0,1,0
790,791,0.0,3,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0
791,792,0.0,2,0,0,0,1,0,0,1,4,3,0,1,0,0,0,0,0
792,793,0.0,3,1,0,1,0,0,0,0,5,3,0,0,0,0,1,0,0
793,794,0.0,1,0,0,0,1,0,0,1,4,5,0,0,0,0,0,1,0
794,795,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
795,796,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
796,797,1.0,1,1,0,0,0,0,1,1,4,5,1,0,0,0,0,0,0
797,798,1.0,3,1,0,0,0,1,0,1,2,5,0,0,1,0,0,0,0
798,799,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
799,800,0.0,3,1,0,0,0,1,0,3,4,4,0,0,1,0,0,0,0
800,801,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
801,802,1.0,2,1,0,0,0,1,0,3,4,5,0,0,0,0,1,0,0
802,803,1.0,1,0,1,0,0,0,0,4,5,2,1,0,0,0,0,0,0
803,804,1.0,3,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0
804,805,1.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
805,806,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
806,807,0.0,1,0,0,0,1,0,0,1,1,5,1,0,0,0,0,0,0
807,808,0.0,3,1,0,1,0,0,0,1,1,3,0,0,1,0,0,0,0
808,809,0.0,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
809,810,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
810,811,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
811,812,0.0,3,0,0,0,1,0,0,1,4,5,0,0,0,1,0,0,0
812,813,0.0,2,0,0,0,1,0,0,1,2,5,0,1,0,0,0,0,0
813,814,0.0,3,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0
814,815,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
815,816,0.0,1,0,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0
816,817,0.0,3,1,0,1,0,0,0,1,2,4,0,0,0,0,0,0,1
817,818,0.0,2,0,0,0,1,0,0,3,4,5,0,0,0,0,0,0,1
818,819,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,0,1,0,0
819,820,0.0,3,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,0
820,821,1.0,1,1,0,0,0,1,0,3,5,6,1,0,0,0,0,0,0
821,822,1.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
822,823,0.0,1,0,0,0,0,0,1,1,1,5,1,0,0,0,0,0,0
823,824,1.0,3,1,0,0,0,1,0,2,3,4,0,0,1,0,0,0,0
824,825,0.0,3,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0
825,826,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
826,827,0.0,3,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
827,828,1.0,2,0,1,0,0,0,0,3,4,1,0,0,0,0,0,0,1
828,829,1.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
829,830,1.0,1,1,0,0,0,1,0,1,5,6,1,0,0,0,0,0,0
830,831,1.0,3,1,0,0,0,1,0,2,3,3,0,1,0,0,0,0,0
831,832,1.0,2,0,1,0,0,0,0,3,3,1,0,1,0,0,0,0,0
832,833,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
833,834,0.0,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
834,835,0.0,3,0,0,0,1,0,0,1,2,3,0,1,0,0,0,0,0
835,836,1.0,1,1,0,1,0,0,0,3,5,5,0,0,0,0,0,1,0
836,837,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
837,838,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
838,839,1.0,3,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
839,840,1.0,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
840,841,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,1
841,842,0.0,2,0,0,0,1,0,0,1,2,3,0,0,0,0,0,0,1
842,843,1.0,1,1,0,1,0,0,0,1,4,4,1,0,0,0,0,0,0
843,844,0.0,3,0,0,0,1,0,0,1,1,5,0,1,0,0,0,0,0
844,845,0.0,3,0,0,0,1,0,0,1,2,3,0,0,1,0,0,0,0
845,846,0.0,3,0,0,0,1,0,0,1,1,5,0,0,0,0,1,0,0
846,847,0.0,3,0,0,0,1,0,0,0,5,3,0,0,0,0,1,0,0
847,848,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
848,849,0.0,2,0,0,0,0,0,1,2,4,4,0,1,0,0,0,0,0
849,850,1.0,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
850,851,0.0,3,0,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0
851,852,0.0,3,0,0,0,1,0,0,1,1,7,0,0,1,0,0,0,0
852,853,0.0,3,1,0,1,0,0,0,3,3,2,0,1,0,0,0,0,0
853,854,1.0,1,1,0,1,0,0,0,2,4,3,0,0,0,0,0,1,0
854,855,0.0,2,1,0,0,0,1,0,2,4,5,0,1,0,0,0,0,0
855,856,1.0,3,1,0,0,0,1,0,2,2,3,0,0,1,0,0,0,0
856,857,1.0,1,1,0,0,0,1,0,3,5,5,0,0,1,0,0,0,0
857,858,1.0,1,0,0,0,1,0,0,1,4,6,1,0,0,0,0,0,0
858,859,1.0,3,1,0,0,0,1,0,4,3,4,0,1,0,0,0,0,0
859,860,0.0,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
860,861,0.0,3,0,0,0,1,0,0,3,3,5,0,0,1,0,0,0,0
861,862,0.0,2,0,0,0,1,0,0,2,3,4,0,1,0,0,0,0,0
862,863,1.0,1,1,0,0,0,1,0,1,4,5,1,0,0,0,0,0,0
863,864,0.0,3,1,0,1,0,0,0,0,5,3,0,0,0,0,1,0,0
864,865,0.0,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
865,866,1.0,2,1,0,0,0,1,0,1,3,5,0,1,0,0,0,0,0
866,867,1.0,2,1,0,1,0,0,0,2,3,4,0,0,0,0,0,0,1
867,868,0.0,1,0,0,0,1,0,0,1,5,5,0,0,0,0,0,1,0
868,869,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
869,870,1.0,3,0,1,0,0,0,0,3,3,1,0,0,1,0,0,0,0
870,871,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
871,872,1.0,1,1,0,0,0,1,0,3,5,5,1,0,0,0,0,0,0
872,873,0.0,1,0,0,0,1,0,0,1,1,5,0,0,0,1,0,0,0
873,874,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
874,875,1.0,2,1,0,0,0,1,0,2,4,4,0,0,0,0,0,1,0
875,876,1.0,3,1,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0
876,877,0.0,3,0,0,0,1,0,0,1,2,4,0,0,0,1,0,0,0
877,878,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
878,879,0.0,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
879,880,1.0,1,1,0,0,0,1,0,2,5,6,1,0,0,0,0,0,0
880,881,1.0,2,1,0,0,0,1,0,2,4,4,0,1,0,0,0,0,0
881,882,0.0,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
882,883,0.0,3,1,0,1,0,0,0,1,3,4,0,0,0,1,0,0,0
883,884,0.0,2,0,0,0,1,0,0,1,2,4,0,0,0,0,1,0,0
884,885,0.0,3,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,1
885,886,0.0,3,1,0,0,0,1,0,0,4,5,0,0,1,0,0,0,0
886,887,0.0,2,0,0,0,0,0,1,1,3,4,0,1,0,0,0,0,0
887,888,1.0,1,1,0,1,0,0,0,1,4,4,1,0,0,0,0,0,0
888,889,0.0,3,1,0,1,0,0,0,4,4,2,0,0,0,1,0,0,0
889,890,1.0,1,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0
890,891,0.0,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
891,892,,3,0,0,0,1,0,0,1,1,5,0,0,1,0,0,0,0
892,893,,3,1,0,0,0,1,0,2,1,5,0,0,1,0,0,0,0
893,894,,2,0,0,0,1,0,0,1,2,6,0,1,0,0,0,0,0
894,895,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
895,896,,3,1,0,0,0,1,0,3,3,4,0,0,1,0,0,0,0
896,897,,3,0,0,0,1,0,0,1,2,3,0,0,0,1,0,0,0
897,898,,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
898,899,,2,0,0,0,1,0,0,3,4,4,0,1,0,0,0,0,0
899,900,,3,1,0,0,0,1,0,1,1,3,0,1,0,0,0,0,0
900,901,,3,0,0,0,1,0,0,3,4,4,0,0,0,1,0,0,0
901,902,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
902,903,,1,0,0,0,1,0,0,1,4,5,0,0,0,1,0,0,0
903,904,,1,1,0,0,0,1,0,2,5,4,0,1,0,0,0,0,0
904,905,,2,0,0,0,1,0,0,2,4,6,0,1,0,0,0,0,0
905,906,,1,1,0,0,0,1,0,2,5,5,0,0,0,1,0,0,0
906,907,,2,1,0,0,0,1,0,2,4,4,0,0,0,0,0,0,1
907,908,,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
908,909,,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
909,910,,3,1,0,1,0,0,0,2,2,4,0,0,0,0,0,0,1
910,911,,3,1,0,0,0,1,0,1,1,5,0,1,0,0,0,0,0
911,912,,1,0,0,0,1,0,0,2,5,6,0,0,0,0,0,1,0
912,913,,3,0,1,0,0,0,0,2,1,2,0,0,0,0,1,0,0
913,914,,1,1,0,0,0,1,0,1,4,5,0,0,0,0,0,1,0
914,915,,1,0,0,0,1,0,0,2,5,4,0,0,0,0,0,1,0
915,916,,1,1,0,0,0,1,0,0,5,5,0,0,0,0,0,1,0
916,917,,3,0,0,0,1,0,0,2,3,5,0,0,0,1,0,0,0
917,918,,1,1,0,1,0,0,0,2,5,4,1,0,0,0,0,0,0
918,919,,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
919,920,,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
920,921,,3,0,0,0,1,0,0,3,4,4,0,1,0,0,0,0,0
921,922,,2,0,0,0,1,0,0,2,4,5,0,0,0,0,0,0,1
922,923,,2,0,0,0,1,0,0,3,4,4,0,0,0,0,1,0,0
923,924,,3,1,0,0,0,1,0,4,3,5,0,0,0,0,1,0,0
924,925,,3,1,0,0,0,1,0,4,4,5,0,0,0,1,0,0,0
925,926,,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
926,927,,3,0,0,0,1,0,0,1,1,4,0,1,0,0,0,0,0
927,928,,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
928,929,,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
929,930,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
930,931,,3,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
931,932,,3,0,0,0,1,0,0,2,3,5,0,0,1,0,0,0,0
932,933,,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
933,934,,3,0,0,0,1,0,0,1,1,5,0,0,0,0,0,0,1
934,935,,2,1,0,0,0,1,0,1,3,4,0,1,0,0,0,0,0
935,936,,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
936,937,,3,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,1
937,938,,1,0,0,0,1,0,0,1,4,5,0,0,0,0,0,1,0
938,939,,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
939,940,,1,1,0,0,0,1,0,1,5,6,1,0,0,0,0,0,0
940,941,,3,1,0,0,0,1,0,3,3,5,0,0,0,0,1,0,0
941,942,,1,0,0,0,1,0,0,2,5,4,1,0,0,0,0,0,0
942,943,,2,0,0,0,1,0,0,1,3,4,0,0,0,0,0,0,1
943,944,,2,1,0,1,0,0,0,4,4,4,0,1,0,0,0,0,0
944,945,,1,1,0,1,0,0,0,0,5,4,1,0,0,0,0,0,0
945,946,,2,0,0,0,1,0,0,1,3,5,0,0,0,0,0,0,1
946,947,,3,0,1,0,0,0,0,0,4,2,0,0,1,0,0,0,0
947,948,,3,0,0,0,1,0,0,1,2,5,0,0,1,0,0,0,0
948,949,,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
949,950,,3,0,0,0,1,0,0,2,3,4,0,0,1,0,0,0,0
950,951,,1,1,0,1,0,0,0,1,5,5,0,0,0,0,0,1,0
951,952,,3,0,0,0,1,0,0,1,2,3,0,0,1,0,0,0,0
952,953,,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
953,954,,3,0,0,0,1,0,0,1,1,3,0,0,1,0,0,0,0
954,955,,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
955,956,,1,0,1,0,0,0,0,0,5,3,0,0,0,0,0,1,0
956,957,,2,1,0,0,0,1,0,1,3,5,0,0,0,1,0,0,0
957,958,,3,1,0,1,0,0,0,1,2,3,0,0,1,0,0,0,0
958,959,,1,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
959,960,,1,0,0,0,1,0,0,1,4,5,0,1,0,0,0,0,0
960,961,,1,1,0,0,0,1,0,0,5,6,1,0,0,0,0,0,0
961,962,,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
962,963,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
963,964,,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
964,965,,1,0,0,0,1,0,0,1,4,4,0,0,0,0,0,1,0
965,966,,1,1,0,1,0,0,0,1,5,5,1,0,0,0,0,0,0
966,967,,1,0,0,0,1,0,0,1,5,5,1,0,0,0,0,0,0
967,968,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
968,969,,1,1,0,0,0,1,0,3,4,6,1,0,0,0,0,0,0
969,970,,2,0,0,0,1,0,0,1,3,4,0,1,0,0,0,0,0
970,971,,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
971,972,,3,0,1,0,0,0,0,3,3,2,0,1,0,0,0,0,0
972,973,,1,0,0,0,1,0,0,2,5,7,0,0,0,0,0,1,0
973,974,,1,0,0,0,1,0,0,1,4,5,1,0,0,0,0,0,0
974,975,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
975,976,,2,0,0,0,1,0,0,1,3,5,0,1,0,0,0,0,0
976,977,,3,0,0,0,1,0,0,2,3,4,0,1,0,0,0,0,0
977,978,,3,1,0,1,0,0,0,1,2,4,0,0,1,0,0,0,0
978,979,,3,1,0,1,0,0,0,1,2,3,0,0,0,1,0,0,0
979,980,,3,1,0,0,0,1,0,1,1,5,0,0,1,0,0,0,0
980,981,,2,0,1,0,0,0,0,3,4,1,0,1,0,0,0,0,0
981,982,,3,1,0,0,0,1,0,2,3,4,0,0,1,0,0,0,0
982,983,,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
983,984,,1,1,0,0,0,1,0,4,5,4,0,0,0,1,0,0,0
984,985,,3,0,0,0,1,0,0,1,2,4,0,0,1,0,0,0,0
985,986,,1,0,0,0,1,0,0,1,4,4,1,0,0,0,0,0,0
986,987,,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
987,988,,1,1,0,0,0,1,0,2,5,7,1,0,0,0,0,0,0
988,989,,3,0,0,0,1,0,0,1,2,4,0,0,0,0,0,0,1
989,990,,3,1,0,1,0,0,0,1,1,4,0,0,1,0,0,0,0
990,991,,3,0,0,0,1,0,0,1,2,5,0,0,0,1,0,0,0
991,992,,1,1,0,0,0,1,0,2,5,5,1,0,0,0,0,0,0
992,993,,2,0,0,0,1,0,0,2,4,4,0,1,0,0,0,0,0
993,994,,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
994,995,,3,0,0,0,1,0,0,1,1,4,0,0,1,0,0,0,0
995,996,,3,1,0,0,0,1,0,3,2,3,0,1,0,0,0,0,0
